Financial Year,Month,Local Board,Location Name,_Sum of Checkouts Actual
FY22,Feb,Whau,Avondale,5003
FY22,Feb,Kaipatiki,Birkenhead,17403
FY22,Feb,Whau,Blockhouse Bay,13247
FY22,Feb,Howick,Botany,16593
FY22,Feb,Waitemata,Central City,12535
FY22,Feb,Manurewa,Clendon,1621
FY22,Feb,Other,Content and Access,25
FY22,Feb,Other,Corporate,30
FY22,Feb,Other,Debt,0
FY22,Feb,Devonport - Takapuna,Devonport,11864
FY22,Feb,Other,Digital Library,0
FY22,Feb,Other,Distribution Centre,0
FY22,Feb,Hibiscus and Bays,East Coast Bays,31398
FY22,Feb,Albert - Eden,Epsom,15086
FY22,Feb,Waitakere Ranges,Glen Eden,11227
FY22,Feb,Maungakiekie-Tamaki,Glen Innes,5395
FY22,Feb,Kaipatiki,Glenfield,20249
FY22,Feb,Great Barrier,Great Barrier,621
FY22,Feb,Waitemata,Grey Lynn,9776
FY22,Feb,Rodney,Helensville,3769
FY22,Feb,Henderson - Massey,Henderson,10398
FY22,Feb,Howick,Highland Park,19130
FY22,Feb,Mobile Libraries,Homecare North,470
FY22,Feb,Howick,Howick,18755
FY22,Feb,Rodney,Kumeu,7440
FY22,Feb,Waitemata,Leys Institute,0
FY22,Feb,Waitemata,Leys Institute Little,4151
FY22,Feb,Other,Library Connect,76
FY22,Feb,Rodney,Mahurangi East,5537
FY22,Feb,Mangere-Otahuhu,Mangere Bridge,3763
FY22,Feb,Mangere-Otahuhu,Mangere East,915
FY22,Feb,Mangere-Otahuhu,Mangere Town Centre,1120
FY22,Feb,Otara-Papatoetoe,Manukau,3168
FY22,Feb,Manurewa,Manurewa,9055
FY22,Feb,Henderson - Massey,Massey,0
FY22,Feb,Mobile Libraries,Mobile North,508
FY22,Feb,Mobile Libraries,Mobile South & East,1435
FY22,Feb,Mobile Libraries,Mobile Tamariki,152
FY22,Feb,Mobile Libraries,Mobile Waka,141
FY22,Feb,Mobile Libraries,Mobile West & Central,7
FY22,Feb,Albert - Eden,Mt Albert,20879
FY22,Feb,Puketapapa,Mt Roskill,22998
FY22,Feb,Whau,New Lynn,11985
FY22,Feb,Kaipatiki,Northcote,6533
FY22,Feb,Maungakiekie-Tamaki,Onehunga,11321
FY22,Feb,Other,Online Renewals,0
FY22,Feb,Hibiscus and Bays,Orewa,22595
FY22,Feb,Mangere-Otahuhu,Otahuhu,2020
FY22,Feb,Otara-Papatoetoe,Otara,698
FY22,Feb,Other,Other,0
FY22,Feb,Howick,Pakuranga,11093
FY22,Feb,Maungakiekie-Tamaki,Panmure,7457
FY22,Feb,Papakura,Papakura,11567
FY22,Feb,Otara-Papatoetoe,Papatoetoe,5406
FY22,Feb,Waitemata,Parnell,7023
FY22,Feb,Albert - Eden,Pt Chevalier,8862
FY22,Feb,Franklin,Pukekohe,16432
FY22,Feb,Henderson - Massey,Ranui,5834
FY22,Feb,Orakei,Remuera,18747
FY22,Feb,Orakei,St Heliers,20693
FY22,Feb,Papakura,Takaanini,3186
FY22,Feb,Devonport - Takapuna,Takapuna,21348
FY22,Feb,Henderson - Massey,Te Atatu Peninsula,7247
FY22,Feb,Henderson - Massey,Te Manawa,25467
FY22,Feb,Waitakere Ranges,Titirangi,10729
FY22,Feb,Otara-Papatoetoe,Tupu,342
FY22,Feb,Waiheke,Waiheke,6539
FY22,Feb,Franklin,Waiuku,5164
FY22,Feb,Rodney,Warkworth,8520
FY22,Feb,Rodney,Wellsford,3364
FY22,Feb,Hibiscus and Bays,Whangaparaoa,16472
